"count","genus","species","subspecies"
1,"Herbaspirillum","autotrophicum",""
12,"Micrococcus","luteus",""
1,"Klebsiella","pasteurii",""
1,"Alicyclobacillus","acidocaldarius","acidocaldarius"
1,"Loktanella","salsilacus",""
1,"Leptospira","selangorensis",""
1,"Ornithinimicrobium","humiphilum",""
2,"Streptococcus","sanguinis",""
1,"Cellulomonas","bogoriensis",""
1,"Vibrio","zhanjiangensis",""
1,"Pseudomonas","trivialis",""
1,"Mycolicibacterium","mageritense",""
1,"Idiomarina","baltica",""
1,"Deinococcus","aerius",""
1,"Mycolicibacterium","pyrenivorans",""
1,"Pedobacter","cryoconitis",""
1,"Sporolactobacillus","terrae",""
1,"Carnobacterium","funditum",""
1,"Vagococcus","penaei",""
1,"Mogibacterium","neglectum",""
1,"Streptomyces","blastmyceticus",""
1,"Schaalia","funkei",""
1,"Neisseria","cinerea",""
1,"Leptospira","perdikensis",""
1,"Pectobacterium","atrosepticum",""
3,"Limosilactobacillus","pontis",""
1,"Acinetobacter","seohaensis",""
1,"Bacillus","sporothermodurans",""
1,"Enterococcus","aquimarinus",""
1,"Bordetella","tumbae",""
3,"Streptococcus","iniae",""
1,"Moraxella","laennata",""
2,"Xenorhabdus","indica",""
1,"Chromohalobacter","salexigens",""
1,"Beijerinckia","fluminensis",""
1,"Rouxiella","silvae",""
1,"Saccharomonospora","halophila",""
1,"Hahella","ganghwensis",""
1,"Amycolatopsis","decaplanina",""
1,"Bacillus","salarius",""
1,"Anaerococcus","octavius",""
1,"Actinomyces","bernardiae",""
1,"Paraglaciecola","polaris",""
1,"Microbacterium","enclense",""
1,"Moorella","thermoautotrophica",""
1,"Aneurinibacillus","thermoaerophilus",""
1,"Bradyrhizobium","japonicum",""
3,"Pantoea","ananatis",""
1,"Nocardioides","panacihumi",""
1,"Actinomyces","massiliensis",""
1,"Moraxella","canis",""
1,"Arthrobacter","luteolus",""
24,"Gardnerella","vaginalis",""
1,"Aminobacter","carboxidus",""
2,"Mycobacterium","timonense",""
1,"Deinococcus","geothermalis",""
1,"Aeromonas","jandaei",""
1,"Dysgonomonas","gadei",""
1,"Roseibacterium","elongatum",""
2,"Brevibacillus","parabrevis",""
1,"Flavimobilis","marinus",""
3,"Cupriavidus","plantarum",""
1,"Vibrio","pomeroyi",""
1,"Gelidibacter","salicanalis",""
25,"Staphylococcus","epidermidis",""
1,"Microbacterium","luteolum",""
1,"Pedobacter","metabolipauper",""
1,"Paracoccus","kondratievae",""
1,"Alicyclobacillus","hesperidum",""
1,"Caballeronia","arvi",""
1,"Paenibacillus","alginolyticus",""
183,"Listeria","monocytogenes",""
1,"Streptomyces","morookaensis",""
1,"Lentzea","flaviverrucosa",""
1,"Pontibacter","korlensis",""
1,"Ornithinibacillus","bavariensis",""
1,"Methylorubrum","rhodesianum",""
1,"Alteromonas","hispanica",""
1,"Rhodococcus","koreensis",""
1,"Pseudonocardia","alaniniphila",""
2,"Staphylococcus","chromogenes",""
2,"Brevibacterium","aurantiacum",""
1,"Gordonia","soli",""
1,"Haemophilus","quentini",""
1,"Aeromonas","hydrophila","dhakensis"
1,"Marinicrinis","lubricantis",""
1,"Bacillus","taeanensis",""
1,"Rhodococcus","aetherivorans",""
1,"Arcobacter","nitrofigilis",""
1,"Marinobacter","lutaoensis",""
2,"Pseudoalteromonas","coelothuria",""
1,"Burkholderia","ultramafica",""
1,"Pedobacter","himalayensis",""
1,"Thermomonospora","curvata",""
2,"Enterococcus","raffinosus",""
1,"Nesterenkonia","aurantiaca",""
3,"Acinetobacter","soli",""
6,"Leuconostoc","citreum",""
1,"Jonquetella","anthropi",""
1,"Flavobacterium","hydatis",""
1,"Flavobacterium","filum",""
1,"Shewanella","waksmanii",""
1,"Pseudomonas","abietaniphila",""
1,"Pseudomonas","boreopolis",""
1,"Alteromonas","marina",""
2,"Cellulomonas","gelida",""
2,"Sphingobium","fuliginis",""
1,"Pseudacidovorax","intermedius",""
5,"Streptococcus","gallolyticus","macedonicus"
1,"Pseudocitrobacter","anthropi",""
7,"Staphylococcus","hyicus",""
1,"Peribacillus","psychrosaccharolyticus",""
2,"Marinobacterium","iners",""
1,"Sphingomonas","roseiflava",""
1,"Frondihabitans","peucedani",""
1,"Gordonia","amarae",""
1,"Liquorilactobacillus","vini",""
1,"Methylorubrum","aminovorans",""
1,"Chryseobacterium","aquifrigidense",""
1,"Cognatiyoonia","koreensis",""
1,"Arthrobacter","woluwensis",""
2,"Vibrio","natriegens",""
8,"Leptospira","meyeri",""
5,"Plesiomonas","shigelloides",""
1,"Lactobacillus","acetotolerans",""
1,"Brevibacillus","invocatus",""
1,"Alteromonas","fortis",""
1,"Laribacter","hongkongensis",""
1,"Paenibacillus","curdlanolyticus",""
1,"Catellatospora","methionotrophica",""
1,"Corynebacterium","oriphocae",""
1,"Chryseobacterium","arachidiradicis",""
1,"Clostridium","carnis",""
3,"Hathewaya","histolytica",""
1,"Psychrobacter","maritimus",""
1,"Novosphingobium","lentum",""
1,"Zooshikella","ganghwensis",""
1,"Lactobacillus","kalixensis",""
54,"Streptococcus","pyogenes",""
1,"Lysobacter","yangpyeongensis",""
1,"Pseudarthrobacter","siccitolerans",""
2,"Segniliparus","rugosus",""
1,"Collinsella","intestinalis",""
1,"Idiomarina","abyssalis",""
1,"Bacillus","manliponensis",""
1,"Paenibacillus","illinoisensis",""
1,"Brumimicrobium","glaciale",""
1,"Winogradskyella","exilis",""
1,"Sphingomonas","antarctica",""
1,"Nocardia","paraguayensis",""
1,"Mesorhizobium","chacoense",""
1,"Pseudomonas","extremorientalis",""
2,"Sphingomonas","melonis",""
1,"Agromyces","neolithicus",""
1,"Rhodobacter","blasticus",""
1,"Vogesella","indigofera",""
1,"Arhodomonas","aquaeolei",""
1,"Lacticaseibacillus","rhamnosus",""
1,"Nesterenkonia","halobia",""
1,"Mycolicibacterium","houstonense",""
1,"Neobacillus","bataviensis",""
1,"Streptococcus","australis",""
1,"Amycolatopsis","rubida",""
14,"Paenibacillus","polymyxa",""
1,"Mesonia","algae",""
1,"Photorhabdus","khanii",""
1,"Leuconostoc","carnosum",""
2,"Virgibacillus","xinjiangensis",""
1,"Falsarthrobacter","nasiphocae",""
2,"Kineosporia","rhizophila",""
1,"Flavobacterium","chungnamense",""
1,"Afipia","massiliensis",""
1,"Xenorhabdus","budapestensis",""
1,"Phenylobacterium","falsum",""
1,"Pseudomonas","xanthomarina",""
1,"Altererythrobacter","xinjiangensis",""
2,"Corynebacterium","afermentans","afermentans"
1,"Rhodopila","globiformis",""
1,"Sphingomonas","pseudosanguinis",""
1,"Psychromonas","marina",""
1,"Fictibacillus","barbaricus",""
5,"Actinotignum","schaalii",""
1,"Bacillus","smithii",""
4,"Bacillus","thuringiensis",""
1,"Luteimonas","terricola",""
1,"Rhizobium","phaseoli",""
1,"Gluconacetobacter","johannae",""
2,"Clostridium","beijerinckii",""
1,"Paraburkholderia","kururiensis",""
5,"Vibrio","metschnikovii",""
1,"Mycobacterium","palustre",""
3,"Clostridium","tyrobutyricum",""
13,"Arcanobacterium","haemolyticum",""
1,"Alcaligenes","faecalis","parafaecalis"
1,"Streptococcus","orisratti",""
1,"Nonomuraea","helvata",""
2,"Companilactobacillus","nantensis",""
1,"Corynebacterium","capitovis",""
1,"Hyphomonas","hirschiana",""
1,"Variovorax","soli",""
1,"Bacteroides","thetaiotaomicron",""
1,"Friedmanniella","capsulata",""
1,"Legionella","beliardensis",""
1,"Lacticaseibacillus","thailandensis",""
1,"Halorubrum","lacusprofundi",""
1,"Mesomycoplasma","neurolyticum",""
1,"Isobaculum","melis",""
13,"Acinetobacter","genomospecies",""
2,"Brevibacterium","otitidis",""
1,"Caballeronia","concitans",""
1,"Mariniflexile","fucanivorans",""
1,"Maribius","salinus",""
1,"Anoxybacillus","kamchatkensis","asaccharedens"
1,"Pseudonocardia","autotrophica",""
1,"Burkholderia","multivorans",""
1,"Deefgea","rivuli",""
10,"Listeria","welshimeri",""
1,"Halomonas","glaciei",""
1,"Chryseobacterium","sediminis",""
1,"Bacillus","zvezdaensis",""
1,"Veillonella","criceti",""
1,"Simonsiella","muelleri",""
1,"Beutenbergia","cavernae",""
8,"Shewanella","algae",""
16,"Proteus","mirabilis",""
2,"Citrobacter","europaeus",""
1,"Sphingomonas","aurantiaca",""
1,"Mesorhizobium","ciceri",""
1,"Jiangella","gansuensis",""
1,"Austwickia","chelonae",""
1,"Streptococcus","infantarius","coli"
2,"Helicobacter","pametensis",""
2,"Humihabitans","oryzae",""
1,"Propionibacterium","cyclohexanicum",""
1,"Sanguibacter","suarezii",""
28,"Cutibacterium","acnes",""
1,"Bacillus","paraflexus",""
1,"Halomonas","alimentaria",""
1,"Herminiimonas","fonticola",""
1,"Biostraticola","tofi",""
1,"Pseudophaeobacter","leonis",""
2,"Sphingomonas","dokdonensis",""
3,"Nocardia","otitidiscaviarum",""
2,"Giesbergeria","giesbergeri",""
1,"Leptospira","langatensis",""
1,"Neobacillus","soli",""
2,"Yersinia","phocaeense",""
1,"Acetobacter","pasteurianus","pasteurianus"
2,"Vibrio","splendidus",""
1,"Halomonas","saccharevitans",""
1,"Paenibacillus","riograndensis",""
1,"Ammoniphilus","oxalivorans",""
1,"Halomonas","arcis",""
2,"Streptomyces","griseus","griseus"
1,"Skermanella","parooensis",""
1,"Leptospira","montravelensis",""
1,"Lactobacillus","argentoratensis",""
1,"Nonomuraea","africana",""
1,"Flavobacterium","sasangense",""
1,"Latilactobacillus","graminis",""
1,"Conexibacter","woesei",""
1,"Anoxybacillus","amylolyticus",""
1,"Kineococcus","aurantiacus",""
4,"Capnocytophaga","sputigena",""
1,"Marinobacter","similis",""
1,"Streptococcus","thoraltensis",""
1,"Streptococcus","oralis","oralis"
1,"Levilactobacillus","spicheri",""
1,"Companilactobacillus","paralimentarius",""
1,"Salinispora","tropica",""
1,"Leptospira","harrisiae",""
1,"Capnocytophaga","cynodegmi",""
1,"Planococcus","rifietoensis",""
1,"Jeotgalibacillus","marinus",""
2,"Actinotalea","fermentans",""
1,"Paraliobacillus","ryukyuensis",""
1,"Mycobacterium","szulgai",""
1,"Ruegeria","algicola",""
5,"Enterococcus","avium",""
8,"Empedobacter","falsenii",""
1,"Leucobacter","luti",""
5,"Klebsiella","pneumoniae","ozaenae"
1,"Lactococcus","laudensis",""
1,"Alteromonas","australica",""
1,"Aeromonas","diversa",""
1,"Lactococcus","chungangensis",""
1,"Streptococcus","orisuis",""
1,"Eubacterium","saburreum",""
6,"Acinetobacter","calcoaceticus",""
1,"Streptomyces","diastatochromogenes",""
1,"Yonghaparkia","alkaliphila",""
1,"Acetobacter","cibinongensis",""
1,"Streptomyces","thermocarboxydus",""
1,"Alcanivorax","balearicus",""
1,"Pseudomonas","indica",""
1,"Rhodovarius","lipocyclicus",""
1,"Amycolatopsis","kentuckyensis",""
1,"Exiguobacterium","marinum",""
1,"Aquicella","siphonis",""
2,"Photobacterium","phosphoreum",""
1,"Knoellia","sinensis",""
1,"Viridibacillus","neidei",""
1,"Pseudomonas","wadenswilerensis",""
1,"Halomicrobium","mukohataei",""
1,"Leuconostoc","mesenteroides","cremoris"
1,"Solibacillus","silvestris",""
1,"Natronomonas","pharaonis",""
28,"Achromobacter","xylosoxidans","xylosoxidans"
1,"Roseomonas","pecuniae",""
1,"Halomonas","denitrificans",""
2,"Phyllobacterium","myrsinacearum",""
1,"Propionibacterium","acidifaciens",""
1,"Labrenzia","alba",""
1,"Pediococcus","stilesii",""
1,"Arthrobacter","rhombi",""
2,"Hydrogenophaga","flava",""
1,"Pedobacter","piscium",""
11,"Mycobacterium","avium",""
1,"Streptomyces","drozdowiczii",""
1,"Klebsiella","spallanzanii",""
1,"Hymenobacter","xinjiangensis",""
1,"Streptococcus","didelphis",""
1,"Xenorhabdus","beddingii",""
1,"Wautersia","eutropha",""
1,"Helicobacter","pullorum",""
1,"Burkholderia","cenocepacia",""
1,"Pseudoalteromonas","piscicida",""
1,"Chryseobacterium","massiliensis",""
2,"Gluconobacter","cerinus",""
5,"Corynebacterium","aurimucosum",""
1,"Nocardia","mexicana",""
1,"Clostridium","neonatale",""
1,"Jeotgalicoccus","halotolerans",""
1,"Rhizobium","hainanense",""
1,"Listeria","rocourtiae",""
1,"Mycolicibacterium","thermoresistibile",""
1,"Elizabethkingia","occulta",""
2,"Lactobacillus","intestinalis",""
1,"Chryseobacterium","piscicola",""
1,"Geobacillus","pallidus","thailandica"
1,"Hymenobacter","roseosalivarius",""
1,"Virgisporangium","ochraceum",""
1,"Flammeovirga","arenaria",""
3,"Pseudescherichia","vulneris",""
1,"Sporosarcina","soli",""
1,"Psychroserpens","burtonensis",""
1,"Aeromicrobium","tamlense",""
1,"Arthrobacter","koreensis",""
7,"Streptococcus","uberis",""
1,"Acaricomes","phytoseiuli",""
1,"Iodobacter","arcticus",""
1,"Pseudoalteromonas","tetraodonis",""
1,"Paenibacillus","provencensis",""
2,"Shewanella","oneidensis",""
1,"Chelativorans","intermedius",""
1,"Thalassobacillus","devorans",""
1,"Leucobacter","komagatae",""
1,"Paenibacillus","chinjuensis",""
1,"Streptococcus","massiliensis",""
1,"Pseudoalteromonas","issachenkonii",""
2,"Maricaulis","maris",""
1,"Obesumbacterium","proteus",""
1,"Rhizobium","huautlense",""
1,"Bergeriella","denitrificans",""
1,"Chromohalobacter","israelensis",""
3,"Streptococcus","alactolyticus",""
1,"Paenibacillus","mendelii",""
1,"Xenorhabdus","cabanillasii",""
3,"Gemella","morbillorum",""
1,"Ancylobacter","polymorphus",""
25,"Streptococcus","gallolyticus","gallolyticus"
1,"Xenorhabdus","kozodoii",""
1,"Ancylobacter","vacuolatus",""
4,"Pseudomonas","luteola",""
1,"Pseudomonas","kunmingensis",""
1,"Psychrobacter","submarinus",""
1,"Campylobacter","jejuni","doylei"
1,"Staphylococcus","muscae",""
1,"Bacillus","aurantiacus",""
22,"Pseudomonas","putida",""
1,"Streptomyces","sanglieri",""
1,"Corynebacterium","casei",""
1,"Luteimonas","mephitis",""
1,"Halomonas","gomseomensis",""
1,"Peribacillus","asahii",""
1,"Agromyces","psychrophilus",""
1,"Paenibacillus","sabinae",""
1,"Enterococcus","moraviensis",""
1,"Pseudoalteromonas","piratica",""
1,"Aquicella","lusitana",""
1,"Nocardia","caishijiensis",""
1,"Acinetobacter","puyangensis",""
1,"Kribbia","dieselivorans",""
1,"Ligilactobacillus","apodemi",""
1,"Agromyces","italicus",""
6,"Yersinia","kristensenii",""
1,"Yersinia","rohdei",""
3,"Actinomyces","gerencseriae",""
1,"Gemella","bergeri",""
1,"Kandleria","vitulina",""
2,"Fructilactobacillus","lindneri",""
1,"Rubrivivax","gelatinosus",""
1,"Citricoccus","muralis",""
1,"Acinetobacter","albensis",""
1,"Skermanella","massiliensis",""
1,"Streptococcus","anginosus","whileyi"
1,"Pseudomonas","cremoricolorata",""
1,"Levilactobacillus","senmaizukei",""
1,"Mycoplasmopsis","bovirhinis",""
1,"Leptospira","bourretii",""
1,"Ensifer","saheli",""
1,"Alkalihalobacillus","pseudofirmus",""
1,"Legionella","shakespearei",""
2,"Rhodococcus","globerulus",""
1,"Psychrobacter","vallis",""
1,"Salegentibacter","salegens",""
3,"Mycolicibacterium","vaccae",""
1,"Brevundimonas","intermedia",""
1,"Alcaligenes","aquatilis",""
1,"Paraburkholderia","terricola",""
1,"Streptomyces","hygroscopicus","duamyceticus"
1,"Paenibacillus","turicensis",""
5,"Neisseria","elongata","glycolytica"
1,"Moraxella","saccharolytica",""
1,"Paenibacillus","kobensis",""
1,"Crossiella","equi",""
8,"Edwardsiella","hoshinae",""
1,"Paenibacillus","anaericanus",""
1,"Paenibacillus","tarimensis",""
1,"Mycobacterium","parmense",""
1,"Halanaerobium","saccharolyticum","senegalense"
1,"Oceanimonas","smirnovii",""
1,"Caulobacter","segnis",""
1,"Pseudonocardia","petroleophila",""
1,"Shewanella","profunda",""
5,"Vibrio","gallicus",""
1,"Camelimonas","abortus",""
1,"Rahnella","woolbedingensis",""
1,"Alkalibacillus","silvisoli",""
1,"Corynebacterium","genitalium",""
1,"Sphingobacterium","faecium",""
3,"Clostridium","septicum",""
1,"Staphylococcus","arlettae",""
1,"Enterococcus","florum",""
9,"Acinetobacter","junii",""
1,"Paracoccus","nototheniae",""
1,"Deinococcus","saxicola",""
1,"Massilia","timonae",""
1,"Sphingobacterium","nematocida",""
1,"Pseudomonas","lini",""
1,"Brevibacillus","levickii",""
1,"Bacillus","isabeliae",""
5,"Pseudomonas","fragi",""
52,"Lactobacillus","rhamnosus",""
1,"Pseudomonas","simiae",""
1,"Melissococcus","plutonius",""
1,"Rarobacter","incanus",""
1,"Vibrio","aestuarianus","francensis"
1,"Pseudonocardia","acaciae",""
1,"Williamsia","deligens",""
1,"Brevundimonas","terrae",""
4,"Streptococcus","oralis",""
1,"Gordonia","humi",""
13,"Lactobacillus","crispatus",""
1,"Pseudochrobactrum","saccharolyticum",""
1,"Leucobacter","iarius",""
1,"Plantibacter","auratus",""
1,"Atopobium","minutum",""
2,"Helcococcus","ovis",""
1,"Kosakonia","cowanii",""
1,"Maribacter","sedimenticola",""
1,"Phocoenobacter","uteri",""
1,"Brevibacterium","avium",""
1,"Pseudomonas","brassicacearum","brassicacearum"
1,"Microbacterium","foliorum",""
1,"Enterococcus","pallens",""
3,"Thermoanaerobacter","mathranii","alimentarius"
"1","Schinkia","azotoformans",""
"2","Paraburkholderia","andropogonis",""
"1","Paenalcaligenes","hominis",""
"1","Aeromonas","popoffii",""
"1","Psychrobacter","aestuarii",""
"4","Schaalia","meyeri",""
"1","Campylobacter","hominis",""
"1","Shewanella","schlegeliana",""
"1","Aestuariibacter","halophilus",""
"1","Salinicoccus","hispanicus",""
"1","Thauera","aminoaromatica",""
"1","Algoriphagus","halophilus",""
"1","Rhodococcus","jostii",""
"1","Mycobacterium","nebraskense",""
"2","Corynebacterium","matruchotii",""
"1","Vibrio","tubiashii",""
"3","Klebsiella","variicola","tropica"
"1","Weissella","soli",""
"1","Pelosinus","fermentans",""
"1","Staphylococcus","lutrae",""
"1","Halorubrum","saccharovorum",""
"1","Psychrobacter","oceani",""
"5","Mycolicibacterium","smegmatis",""
"1","Bacillus","azotoformans",""
"3","Kluyvera","intermedia",""
"1","Vibrio","pelagius",""
"1","Martelella","mediterranea",""
"1","Flavobacterium","longum",""
"2","Facklamia","hominis",""
"1","Granulicatella","balaenopterae",""
"1","Weissella","kandleri",""
"1","Mycobacterium","florentinum",""
"2","Legionella","sainthelensi",""
"1","Corynebacterium","terpenotabidum",""
"1","Mogibacterium","diversum",""
"1","Paenarthrobacter","ilicis",""
"1","Mycolicibacterium","lutetiense",""
"1","Hydrogenophilus","thermoluteolus",""
"1","Leuconostoc","palmae",""
"1","Pseudomonas","thermotolerans",""
"1","Amantichitinum","ursilacus",""
"2","Mycobacterium","avium","avium"
"5","Staphylococcus","saprophyticus","bovis"
"1","Oceanobacillus","oncorhynchi","oncorhynchi"
"1","Helicobacter","bilis",""
"1","Salicola","marensis",""
"1","Erythrobacter","aquimaris",""
"1","Achromobacter","dolens",""
"1","Alkalihalobacillus","akibai",""
"5","Corynebacterium","simulans",""
"1","Mesobacillus","jeotgali",""
"1","Lentilactobacillus","diolivorans",""
"1","Alteromonas","macleodii",""
"1","Chryseobacterium","wanjuense",""
"1","Chryseobacterium","arachidis",""
"1","Acinetobacter","qingfengensis",""
"5","Actinobacillus","hominis",""
"1","Chryseobacterium","shigense",""
"9","Enterocloster","clostridioformis",""
"4","Staphylococcus","pasteuri",""
"1","Pedobacter","koreensis",""
"1","Rhodococcus","phenolicus",""
"12","Salmonella","enterica","arizonae"
"1","Streptococcus","oligofermentans",""
"1","Nocardia","tenerifensis",""
"1","Aeromonas","salmonicida",""
"14","Oligella","urethralis",""
"1","Shewanella","japonica",""
"1","Stenotrophomonas","pavanii",""
"1","Hymenobacter","flocculans",""
"1","Paracoccus","thiocyanatus",""
"1","Castellaniella","denitrificans",""
"1","Leuconostoc","mesenteroides","suionicum"
"1","Paeniglutamicibacter","cryotolerans",""
"1","Conchiformibius","steedae",""
"1","Chryseobacterium","chaponense",""
"1","Treponema","calligyrum",""
"1","Enterococcus","silesiacus",""
"1","Herbaspirillum","rhizosphaerae",""
"1","Anaeroglobus","geminatus",""
"1","Nocardia","jiangxiensis",""
"1","Liquorilactobacillus","hordei",""
"6","Bacillus","mycoides",""
"1","Catelliglobosispora","koreensis",""
"24","Lactobacillus","fermentum",""
"1","Serratia","quinivorans",""
"1","Paenibacillus","pasadenensis",""
"1","Hymenobacter","actinosclerus",""
"1","Lysobacter","koreensis",""
"1","Marinobacter","salsuginis",""
"1","Cryobacterium","psychrotolerans",""
"1","Bifidobacterium","longum","longum"
"1","Carnimonas","nigrificans",""
"1","Alkalihalobacillus","lehensis",""
"1","Paenibacillus","odorifer",""
"1","Paenibacillus","sanguinis",""
"1","Nocardiopsis","halotolerans",""
"3","Antarctobacter","heliothermus",""
"2","Streptococcus","pluranimalium",""
"2","Corynebacterium","cystitidis",""
"1","Bernardetia","litoralis",""
"1","Mucilaginibacter","phyllosphaerae",""
"1","Campylobacter","showae",""
"1","Metamycoplasma","auris",""
"5","Citrobacter","sedlakii",""
"1","Streptococcus","lutetiensis",""
"3","Mycolicibacterium","crocinum",""
"1","Alkalimonas","collagenimarina",""
"1","Brevibacterium","epidermidis",""
"1","Polynucleobacter","meluiroseus",""
"2","Vibrio","pectenicida",""
"2","Legionella","hackeliae",""
"2","Weissella","hellenica",""
"1","Pseudomonas","chlororaphis","aureofaciens"
"16","Leptospira","weilii",""
"1","Akkermansia","muciniphila",""
"1","Actinomadura","formosensis",""
"1","Vibrio","cincinnatiensis",""
"1","Cupriavidus","taiwanensis",""
"1","Maricaulis","washingtonensis",""
"1","Paraburkholderia","phymatum",""
"1","Prevotella","pallens",""
"1","Vibrio","nigripulchritudo",""
"1","Bifidobacterium","dentium",""
"11","Rhodococcus","erythropolis",""
"1","Enterobacter","hormaechei","hormaechei"
"1","Agrococcus","citreus",""
"1","Aeromicrobium","alkaliterrae",""
"1","Rathayibacter","toxicus",""
"1","Sphingomonas","sanguinis",""
"4","Pantoea","coffeiphila",""
"1","Sporolactobacillus","kofuensis",""
"11","Haemophilus","parahaemolyticus",""
"1","Crossiella","cryophila",""
"1","Mycolicibacterium","brisbanense",""
"1","Blastochloris","viridis",""
"1","Mycobacterium","persicum",""
"1","Brevundimonas","subvibrioides",""
"1","Hydrogenibacillus","schlegelii",""
"1","Cutibacterium","acnes","elongatum"
"1","Oceanobacillus","sojae",""
"2","Janibacter","terrae",""
"13","Corynebacterium","tuberculostearicum",""
"1","Paenibacillus","telluris",""
"1","Vibrio","hangzhouensis",""
"1","Nocardiopsis","xinjiangensis",""
"1","Leptotrichia","shahii",""
"4","Acinetobacter","radioresistens",""
"1","Vibrio","aerogenes",""
"3","Gallibacterium","genomospecies",""
"1","Brevundimonas","aurantiaca",""
"1","Pseudoalteromonas","ulvae",""
"1","Mesobacillus","foraminis",""
"1","Corynebacterium","argentoratense",""
"1","Campylobacter","hyointestinalis","lawsonii"
"1","Lentzea","albidocapillata",""
"1","Corynebacterium","afermentans","lipophilum"
"1","Mycolicibacterium","murale",""
"1","Cerasicoccus","arenae",""
"1","Slackia","heliotrinireducens",""
"1","Streptococcus","entericus",""
"1","Legionella","brunensis",""
"1","Aquabacterium","parvum",""
"673","Escherichia","coli",""
"1","Curtobacterium","albidum",""
"1","Elizabethkingia","ursingii",""
"1","Murinocardiopsis","flavida",""
"1","Paraburkholderia","xenovorans",""
"1","Pedobacter","caeni",""
"2","Sphingobacterium","thalpophilum",""
"1","Rathayibacter","festucae",""
"5","Pluralibacter","gergoviae",""
"1","Anaerococcus","massiliensis",""
"1","Pseudoalteromonas","agarivorans",""
"1","Luteolibacter","cuticulihirudinis",""
"1","Dermacoccus","profundi",""
"1","Rhizobium","undicola",""
"1","Mycolicibacterium","vanbaalenii",""
"1","Pseudoruegeria","aquimaris",""
"2","Enterococcus","malodoratus",""
"1","Legionella","genomospecies",""
"1","Chryseobacterium","jeonii",""
"1","Mycoplasmopsis","sturni",""
"8","Actinobacillus","lignieresii",""
"1","Komagataeibacter","nataicola",""
"1","Winogradskyella","haliclonae",""
"1","Marinobacter","salarius",""
"1","Formosa","algae",""
"2","Clostridium","colicanis",""
"1","Acidaminococcus","intestini",""
"2","Bacillus","flexus",""
"1","Glaciecola","punicea",""
"1","Nocardia","vinacea",""
"1","Acetobacter","oeni",""
"1","Jeotgalicoccus","pinnipedialis",""
"1","Enterobacter","hormaechei","oharae"
"2","Pseudomonas","brenneri",""
"1","Psychrobacter","luti",""
"1","Azospirillum","canadense",""
"3","Lactobacillus","delbrueckii","indicus"
"1","Gluconacetobacter","liquefaciens",""
"1","Nocardioides","ganghwensis",""
"1","Paracoccus","contaminans",""
"5","Ochrobactrum","intermedium",""
"2","Corynebacterium","pilosum",""
"1","Mycolicibacterium","septicum",""
"1","Nocardia","beijingensis",""
"1","Gracilibacillus","qinghaiensis",""
"1","Agromyces","salentinus",""
"2","Brachybacterium","conglomeratum",""
"1","Campylobacter","helveticus",""
"3","Klebsiella","variicola",""
"1","Liquorilactobacillus","satsumensis",""
"1","Williamsia","maris",""
"1","Leucobacter","aridicollis",""
"1","Legionella","quinlivanii",""
"1","Ureaplasma","urealyticum",""
"1","Enterobacter","cloacae","cloacae"
"1","Myxococcus","xanthus",""
"1","Levilactobacillus","zymae",""
"1","Legionella","gratiana",""
"1","Solirubrobacter","pauli",""
"32","Aggregatibacter","actinomycetemcomitans",""
"1","Marinomonas","ushuaiensis",""
"2","Corynebacterium","imitans",""
"1","Flavobacterium","terrigena",""
"1","Citrobacter","pasteurii",""
"2","Actinomyces","oris",""
"1","Actinomadura","viridis",""
"1","Nocardia","arthritidis",""
"1","Mycolicibacterium","chlorophenolicum",""
"1","Nisaea","denitrificans",""
"2","Oligella","ureolytica",""
"1","Staphylococcus","carnosus","carnosus"
"4","Corynebacterium","riegelii",""
"1","Fontibacillus","aquaticus",""
"1","Actinomyces","hordeovulneris",""
"1","Mucilaginibacter","galii",""
"1","Flavobacterium","nitrogenifigens",""
"1","Alkalihalobacillus","wakoensis",""
"1","Agromyces","ulmi",""
"1","Micromonospora","mirobrigensis",""
"1","Novosphingobium","gossypii",""
"1","Novosphingobium","lubricantis",""
"1","Secundilactobacillus","similis",""
"1","Yoonia","maricola",""
"1","Glutamicibacter","bergerei",""
"1","Acinetobacter","sp.",""
"1","Deinococcus","indicus",""
"1","Xenorhabdus","romanii",""
"1","Paenibacillus","alkaliterrae",""
"4","Kocuria","rhizophila",""
"2","Acinetobacter","courvalinii",""
"1","Pasteurella","skyensis",""
"1","Campylobacter","lari",""
"2","Lactobacillus","amylolyticus",""
"1","Lentilactobacillus","farraginis",""
"1","Zobellia","saccharophila",""
"2","Yersinia","entomophaga",""
"1","Aggregatibacter","simiae",""
"1","Pseudomonas","proteolytica",""
"5","Cutibacterium","acnes","acnes"
"1","Actinomyces","ruminicola",""
"4","Bifidobacterium","adolescentis",""
"1","Tsukamurella","hominis",""
"2","Shewanella","colwelliana",""
"1","Deinococcus","aerophilus",""
"1","Rhodococcus","tukisamuensis",""
"11","Lactobacillus","amylovorus",""
"99","Leptospira","interrogans",""
"1","Flavobacterium","dongtanense",""
"1","Oceanobacillus","caeni",""
"1","Paenibacillus","favisporus",""
"1","Serratia","aquatilis",""
"1","Gluconacetobacter","intermedius",""
"1","Cohnella","lubricantis",""
"2","Flavobacterium","bizetiae",""
"1","Chryseobacterium","profundimaris",""
"4","Rothia","mucilaginosa",""
"2","Liquorilactobacillus","mali",""
"1","Leptospira","noumeaensis",""
"1","Roseovarius","litoralis",""
"1","Corynebacterium","rouxii",""
